CountryID;RegionID;LanguageID;RegionName
AT;1;de;Burgenland
AT;2;de;Kärnten
AT;3;de;Niederösterreich
AT;4;de;Oberösterreich
AT;5;de;Salzburg
AT;6;de;Steiermark
AT;7;de;Tirol
AT;8;de;Vorarlberg
AT;9;de;Wien
