CountryID;CityID;DistrictID;Zip
AT;29033;;9913
AT;29034;;6067
AT;29035;;3462
AT;29036;;5441
AT;29037;;5122
AT;29038;;2481
AT;29039;;6215
AT;29040;;4541
AT;29041;;8911
AT;29042;;5421
AT;29043;;8623
AT;29044;;9542
AT;29045;;3642
AT;29046;;3641
AT;29047;;8943
AT;29048;;4160
AT;29049;;9951
AT;29050;;4676
AT;29051;;4211
AT;29052;;6861
AT;29053;;6071
AT;29054;;4072
AT;29055;;2534
AT;29056;;3804
AT;29057;;8412
AT;29058;;8643
AT;29059;;4511
AT;29060;;6236
AT;29061;;8671
AT;29062;;6844
AT;29063;;8992
AT;29064;;4203
AT;29065;;4121
AT;29066;;4674
AT;29067;;5541
AT;29068;;3474
AT;29069;;3033
AT;29070;;2144
AT;29071;;4813
AT;29072;;4721
AT;29073;;2141
AT;29074;;7163
AT;29075;;6866
AT;29076;;4754
AT;29077;;5081
AT;29078;;5524
AT;29079;;4052
AT;29080;;5102
AT;29081;;4980
AT;29082;;7143
AT;29083;;3925
AT;29084;;4341
AT;29085;;3321
AT;29086;;8904
AT;29087;;8454
AT;29088;;9601
AT;29089;;4122
AT;29090;;9543
AT;29091;;3661
AT;29092;;6471
AT;29093;;4082
AT;29094;;4421
AT;29095;;3361
AT;29096;;2870
AT;29097;;2151
AT;29098;;3041
AT;29099;;4864
AT;29100;;4800
AT;29101;;3452
AT;29102;;2214
AT;29103;;4971
AT;29104;;9931
AT;29105;;6094
AT;29106;;4672
AT;29107;;8990
AT;29108;;2405
AT;29109;;9135
AT;29110;;2721
AT;29111;;8524
AT;29112;;8344
AT;29113;;4822
AT;29114;;4540
AT;29115;;5630
AT;29116;;4820
AT;29116;;4829
AT;29117;;9546
AT;29118;;2222
AT;29119;;8490
AT;29120;;4701
AT;29121;;2853
AT;29122;;7431
AT;29123;;2540
AT;29124;;4654
AT;29125;;9805
AT;29126;;8572
AT;29127;;4342
AT;29128;;6121
AT;29129;;4441
AT;29130;;5165
AT;29131;;2275
AT;29132;;6622
AT;29133;;6870
AT;29134;;6633
AT;29135;;6621
AT;29136;;2362
AT;29137;;8190
AT;29138;;9652
AT;29139;;2102
AT;29140;;8731
AT;29141;;5500
AT;29142;;3232
AT;29143;;6874
AT;29144;;9150
AT;29145;;3372
AT;29146;;6700
AT;29147;;6719
AT;29148;;8283
AT;29149;;2213
AT;29150;;5645
AT;29151;;3071
AT;29152;;5733
AT;29153;;6234
AT;29154;;5280
AT;29154;;5283
AT;29154;;5289
AT;29155;;6751
AT;29156;;6900
AT;29157;;4075
AT;29158;;6252
AT;29159;;8313
AT;29160;;2384
AT;29160;;2385
AT;29161;;4691
AT;29162;;2673
AT;29163;;2014
AT;29164;;6364
AT;29165;;6230
AT;29166;;5671
AT;29167;;8251
AT;29168;;2460
AT;29169;;8600
AT;29169;;8601
AT;29170;;9371
AT;29171;;2345
AT;29172;;3595
AT;29173;;8274
AT;29174;;4611
AT;29175;;8291
AT;29176;;5111
AT;29177;;6706
