CountryID;CityID;DistrictID;Zip
DE;13348;;01465
DE;13349;;56759
DE;13350;;78267
DE;13351;;54298
DE;13352;;52068
DE;13352;;52070
DE;13352;;52072
DE;13352;;52074
DE;13352;;52076
DE;13352;;52078
DE;13352;;52080
DE;13352;;52062
DE;13352;;52064
DE;13352;;52066
DE;13353;;73433
DE;13353;;73434
DE;13353;;73430
DE;13353;;73431
DE;13353;;73432
DE;13354;;65326
DE;13355;;25560
DE;13356;;38871
DE;13357;;06543
DE;13358;;91183
DE;13359;;93326
DE;13360;;55767
DE;13361;;91720
DE;13362;;74232
DE;13363;;06628
DE;13364;;99713
DE;13365;;06888
DE;13366;;73453
DE;13367;;69518
DE;13368;;97355
DE;13369;;55568
DE;13370;;88147
DE;13371;;77855
DE;13372;;38312
DE;13373;;28832
DE;13374;;94250
DE;13375;;88480
DE;13376;;56729
DE;13377;;55767
DE;13378;;24239
DE;13379;;25917
DE;13380;;39343
DE;13381;;17213
DE;13382;;73099
DE;13383;;37139
DE;13384;;29352
DE;13385;;73486
DE;13386;;85111
DE;13387;;91325
DE;13388;;74740
DE;13389;;82276
DE;13390;;91587
DE;13391;;86477
DE;13392;;86559
DE;13393;;53518
DE;13394;;67742
DE;13395;;38528
DE;13396;;21365
DE;13397;;31079
DE;13398;;06408
DE;13399;;38838
DE;13400;;84166
DE;13401;;18211
DE;13402;;08626
DE;13403;;25572
DE;13404;;31855
DE;13405;;71563
DE;13406;;86444
DE;13407;;27257
DE;13408;;54689
DE;13409;;21684
DE;13410;;25560
DE;13411;;74858
DE;13412;;84168
DE;13413;;48683
DE;13414;;27367
DE;13415;;17375
DE;13416;;17419
DE;13417;;29693
DE;13418;;24811
DE;13419;;59227
DE;13419;;59229
DE;13420;;21702
DE;13421;;06313
DE;13422;;98553
DE;13423;;38489
DE;13424;;34292
DE;13425;;24996
DE;13426;;29353
DE;13427;;31708
DE;13428;;94345
DE;13429;;94527
DE;13430;;96482
DE;13431;;74744
DE;13432;;95491
DE;13433;;53506
DE;13434;;23623
DE;13435;;22926
DE;13436;;16356
DE;13437;;18320
DE;13438;;25853
DE;13439;;18347
DE;13440;;25885
DE;13441;;25885
DE;13442;;86551
DE;13443;;94529
DE;13444;;73101
DE;13445;;86479
DE;13446;;78733
DE;13447;;88317
DE;13448;;72631
DE;13449;;73773
DE;13450;;94501
DE;13451;;97491
DE;13452;;71134
DE;13453;;84089
DE;13454;;56459
DE;13455;;86447
DE;13456;;83404
DE;13457;;89344
DE;13458;;94330
DE;13459;;79677
DE;13460;;88319
DE;13461;;87648
DE;13462;;06385
DE;13463;;83539
DE;13464;;79774
DE;13465;;07646
DE;13466;;25767
DE;13467;;73095
DE;13468;;06268
DE;13469;;06279
DE;13470;;76857
DE;13471;;97320
DE;13472;;66871
DE;13473;;55234
DE;13474;;67308
DE;13475;;23909
DE;13476;;72458
DE;13476;;72459
DE;13476;;72461
DE;13477;;52457
DE;13478;;94501
DE;13479;;78554
DE;13480;;86733
DE;13481;;91793
DE;13483;;86480
DE;13484;;56859
DE;13485;;73553
DE;13486;;91236
DE;13487;;31061
DE;13488;;49594
DE;13489;;56828
DE;13490;;27432
DE;13491;;53347
DE;13492;;39638
DE;13493;;31191
DE;13494;;36211
DE;13495;;39398
DE;13496;;56332
DE;13497;;99310
DE;13498;;25938
DE;13499;;55758
DE;13500;;56370
DE;13501;;07426
DE;13502;14149;35108
DE;13502;17790;35108
DE;13502;22214;35108
DE;13502;23002;35108
DE;13503;;35469
DE;13504;;55595
DE;13505;;78476
DE;13506;;39343
DE;13507;;90584
DE;13508;;85391
DE;13509;;88422
DE;13510;;82239
DE;13511;;86695
DE;13512;;88348
DE;13513;;89604
DE;13514;;71573
DE;13515;;06507
DE;13516;;06542
DE;13517;;25821
DE;13518;;57610
DE;13519;;31079
DE;13520;;46519
DE;13521;;57642
DE;13522;;99195
DE;13523;;72275
DE;13524;;56237
DE;13525;;64665
DE;13526;;54668
DE;13527;;57518
DE;13528;;52477
DE;13529;;67722
DE;13530;;67821
DE;13531;;36304
